period,brand,category,channel,province,units_sold,list_price,std_cost,revenue_zar,gross_margin_zar,trade_spend_zar,net_revenue_zar,weighted_distribution,promo_flag,sku_grade
2024Q4,Coca-Cola,Carbonated Soft Drinks,Wholesale,Gauteng,23,54.98,27.96,1264.54,621.46,134.72,1129.82,62.3,0,B
2024Q3,Sprite,Carbonated Soft Drinks,Convenience,KwaZulu-Natal,51,60.68,32.88,3094.68,1417.8,185.65,2909.03,85.5,1,A
2024Q4,Coca-Cola,Carbonated Soft Drinks,Convenience,KwaZulu-Natal,25,57.53,29.11,1438.25,710.5,103.83,1334.42,56.7,1,B
2024Q2,Schweppes,Mixers,Mass Retail,Gauteng,50,55.62,27.52,2781.0,1405.0,327.61,2453.39,45.3,0,C
2024Q3,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Gauteng,47,48.73,24.12,2290.31,1156.67,156.22,2134.09,83.8,0,B
2024Q2,Schweppes,Mixers,Mass Retail,North West,18,55.74,27.27,1003.32,512.46,49.39,953.93,91.4,1,C
2024Q2,Coca-Cola,Carbonated Soft Drinks,E-Commerce,Western Cape,76,55.14,30.85,4190.64,1846.04,412.62,3778.02,79.6,0,B
2024Q4,Coca-Cola,Carbonated Soft Drinks,Convenience,Eastern Cape,52,51.38,31.65,2671.76,1025.96,246.07,2425.69,55.5,0,B
2024Q1,Cappy,Juices & Nectars,Mass Retail,Gauteng,121,66.74,38.27,8075.54,3444.87,655.61,7419.93,81.1,1,D
2024Q1,Fanta,Carbonated Soft Drinks,Mass Retail,KwaZulu-Natal,19,52.67,30.12,1000.73,428.45,49.15,951.58,51.1,1,C
2024Q3,Fanta,Carbonated Soft Drinks,Mass Retail,Western Cape,38,53.21,28.24,2021.98,948.86,208.31,1813.67,78.2,0,B
2024Q1,Schweppes,Mixers,Convenience,Gauteng,27,57.31,29.58,1547.37,748.71,75.4,1471.97,80.1,1,C
2024Q4,Bonaqua,Water,Wholesale,Gauteng,6,38.14,19.07,228.84,114.42,26.7,202.14,94.5,1,D
2024Q1,Sprite,Carbonated Soft Drinks,Mass Retail,KwaZulu-Natal,31,61.13,35.96,1895.03,780.27,98.72,1796.31,52.0,0,B
2024Q4,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Free State,31,55.96,33.68,1734.76,690.68,162.02,1572.74,54.8,0,C
2024Q3,Sprite,Carbonated Soft Drinks,Wholesale,Free State,44,53.21,32.88,2341.24,894.52,195.99,2145.25,79.8,0,A
2024Q3,Coca-Cola,Carbonated Soft Drinks,Convenience,Gauteng,19,47.26,25.41,897.94,415.15,78.63,819.31,90.1,1,B
2024Q1,Cappy,Juices & Nectars,Convenience,Gauteng,122,65.85,32.41,8033.7,4079.68,650.98,7382.72,52.7,0,A
2024Q4,Fanta,Carbonated Soft Drinks,E-Commerce,Western Cape,18,53.1,31.8,955.8,383.4,63.83,891.97,55.1,0,D
2024Q3,Coca-Cola,Carbonated Soft Drinks,Mass Retail,KwaZulu-Natal,84,46.55,24.67,3910.2,1837.92,178.56,3731.64,62.6,0,C
2024Q1,Schweppes,Mixers,Convenience,Western Cape,15,58.08,33.41,871.2,370.05,35.4,835.8,45.8,0,A
2024Q2,Monster,Energy Drinks,On-Trade,Free State,27,106.98,65.7,2888.46,1114.56,343.21,2545.25,53.6,0,C
2024Q1,Cappy,Juices & Nectars,E-Commerce,Gauteng,8,78.3,47.72,626.4,244.64,62.84,563.56,85.5,1,B
2024Q3,Cappy,Juices & Nectars,Mass Retail,KwaZulu-Natal,21,51.96,27.12,1091.16,521.64,51.92,1039.24,51.7,1,D
2024Q3,Powerade,Sports Drinks,Wholesale,KwaZulu-Natal,19,63.43,32.71,1205.17,583.68,92.14,1113.03,72.0,0,D
2024Q1,Fanta,Carbonated Soft Drinks,Mass Retail,Northern Cape,36,53.57,31.62,1928.52,790.2,219.73,1708.79,53.6,0,B
2024Q3,Powerplay,Energy Drinks,Convenience,Free State,7,100.74,48.48,705.18,365.82,74.24,630.94,50.9,0,A
2024Q3,Schweppes,Mixers,E-Commerce,Gauteng,46,63.95,32.08,2941.7,1466.02,238.96,2702.74,58.8,1,A
2024Q4,Monster,Energy Drinks,On-Trade,Mpumalanga,23,121.1,65.77,2785.3,1272.59,299.24,2486.06,49.7,0,B
2024Q2,Coca-Cola,Carbonated Soft Drinks,Petrol & Travel,Free State,8,59.47,35.45,475.76,192.16,54.92,420.84,69.7,0,D
2024Q1,Sprite,Carbonated Soft Drinks,Petrol & Travel,Western Cape,139,55.44,31.8,7706.16,3285.96,445.62,7260.54,48.4,0,D
2024Q3,Coca-Cola,Carbonated Soft Drinks,On-Trade,KwaZulu-Natal,61,46.48,27.7,2835.28,1145.58,181.52,2653.76,78.7,1,B
2024Q4,Cappy,Juices & Nectars,Mass Retail,Gauteng,103,54.06,31.93,5568.18,2279.39,276.68,5291.5,68.4,0,A
2024Q3,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Limpopo,76,49.09,23.6,3730.84,1937.24,372.81,3358.03,88.0,0,A
2024Q3,Fanta,Carbonated Soft Drinks,Wholesale,Gauteng,10,54.57,29.46,545.7,251.1,64.16,481.54,91.7,0,A
2024Q1,Coca-Cola,Carbonated Soft Drinks,Wholesale,Gauteng,41,54.71,32.83,2243.11,897.08,249.75,1993.36,49.9,0,C
2024Q1,Stoney,Carbonated Soft Drinks,Convenience,Western Cape,19,50.51,29.84,959.69,392.73,89.44,870.25,92.3,0,B
2024Q2,Powerplay,Energy Drinks,E-Commerce,Gauteng,25,107.68,58.66,2692.0,1225.5,263.62,2428.38,61.0,0,D
2024Q3,Coca-Cola,Carbonated Soft Drinks,Petrol & Travel,Gauteng,57,49.07,23.97,2796.99,1430.7,269.72,2527.27,65.1,1,C
2024Q4,Coca-Cola,Carbonated Soft Drinks,Convenience,Western Cape,32,56.92,32.1,1821.44,794.24,179.53,1641.91,79.7,0,B
2024Q2,Powerplay,Energy Drinks,On-Trade,Western Cape,49,121.1,64.33,5933.9,2781.73,352.78,5581.12,92.9,0,B
2024Q1,Stoney,Carbonated Soft Drinks,On-Trade,Western Cape,17,58.22,29.76,989.74,483.82,92.69,897.05,54.2,0,B
2024Q2,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Gauteng,25,52.86,28.45,1321.5,610.25,126.87,1194.63,95.7,1,C
2024Q2,Monster,Energy Drinks,Convenience,Gauteng,31,101.55,62.51,3148.05,1210.24,370.56,2777.49,57.1,0,B
2024Q3,Monster,Energy Drinks,Mass Retail,Western Cape,40,114.92,70.81,4596.8,1764.4,512.32,4084.48,56.4,0,B
2024Q1,Sprite,Carbonated Soft Drinks,Convenience,Western Cape,49,55.87,34.33,2737.63,1055.46,120.63,2617.0,53.5,0,B
2024Q1,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Gauteng,37,52.79,32.47,1953.23,751.84,174.71,1778.52,58.6,1,B
2024Q3,Stoney,Carbonated Soft Drinks,Wholesale,KwaZulu-Natal,57,54.42,33.18,3101.94,1210.68,203.71,2898.23,91.4,0,B
2024Q3,Fanta,Carbonated Soft Drinks,Convenience,KwaZulu-Natal,35,42.22,22.88,1477.7,676.9,167.13,1310.57,69.8,1,A
2024Q1,Stoney,Carbonated Soft Drinks,Mass Retail,KwaZulu-Natal,12,63.26,32.48,759.12,369.36,33.87,725.25,49.1,0,C
2024Q2,Monster,Energy Drinks,E-Commerce,Western Cape,32,102.92,59.46,3293.44,1390.72,355.78,2937.66,54.1,0,C
2024Q3,Coca-Cola,Carbonated Soft Drinks,On-Trade,Gauteng,16,48.45,25.32,775.2,370.08,67.42,707.78,45.9,0,A
2024Q3,Bonaqua,Water,Convenience,North West,75,41.14,20.87,3085.5,1520.25,323.36,2762.14,67.0,1,C
2024Q3,Fanta,Carbonated Soft Drinks,E-Commerce,North West,61,53.15,32.92,3242.15,1234.03,332.24,2909.91,52.7,0,C
2024Q2,Fanta,Carbonated Soft Drinks,Mass Retail,Gauteng,14,49.5,29.22,693.0,283.92,56.92,636.08,95.1,0,C
2024Q4,Sprite,Carbonated Soft Drinks,E-Commerce,Gauteng,17,55.55,27.83,944.35,471.24,101.95,842.4,97.5,0,B
2024Q2,Bonaqua,Water,Mass Retail,KwaZulu-Natal,48,44.17,27.13,2120.16,817.92,125.2,1994.96,73.9,0,B
2024Q4,Powerplay,Energy Drinks,Mass Retail,Gauteng,8,111.15,61.1,889.2,400.4,80.01,809.19,49.3,0,A
2024Q4,Coca-Cola,Carbonated Soft Drinks,On-Trade,Free State,56,53.53,28.89,2997.68,1379.84,134.7,2862.98,69.5,1,B
2024Q3,Schweppes,Mixers,Mass Retail,Gauteng,23,57.96,30.86,1333.08,623.3,62.16,1270.92,45.2,0,C
2024Q3,Powerplay,Energy Drinks,On-Trade,Gauteng,33,109.15,56.04,3601.95,1752.63,406.62,3195.33,93.9,0,B
2024Q1,Cappy,Juices & Nectars,Convenience,Gauteng,17,67.3,33.14,1144.1,580.72,127.83,1016.27,91.4,0,B
2024Q4,Coca-Cola,Carbonated Soft Drinks,On-Trade,Western Cape,83,46.31,27.46,3843.73,1564.55,378.74,3464.99,77.6,1,C
2024Q2,Sprite,Carbonated Soft Drinks,Mass Retail,Western Cape,67,51.16,30.31,3427.72,1396.95,168.96,3258.76,54.9,0,B
2024Q4,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Western Cape,83,43.58,24.67,3617.14,1569.53,369.3,3247.84,87.7,0,B
2024Q2,Cappy,Juices & Nectars,Mass Retail,Gauteng,14,67.47,40.34,944.58,379.82,101.67,842.91,60.9,1,D
2024Q4,Powerade,Sports Drinks,Convenience,KwaZulu-Natal,36,63.51,31.3,2286.36,1159.56,215.94,2070.42,80.9,0,B
2024Q1,Cappy,Juices & Nectars,Wholesale,Free State,26,71.78,43.52,1866.28,734.76,80.16,1786.12,51.0,0,C
2024Q1,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Mpumalanga,23,52.38,29.3,1204.74,530.84,77.82,1126.92,92.0,0,A
2024Q3,Coca-Cola,Carbonated Soft Drinks,Convenience,KwaZulu-Natal,53,52.52,30.83,2783.56,1149.57,208.94,2574.62,70.3,0,B
2024Q4,Schweppes,Mixers,Mass Retail,Free State,76,54.1,27.92,4111.6,1989.68,207.47,3904.13,56.6,0,C
2024Q2,Bonaqua,Water,Convenience,KwaZulu-Natal,114,43.42,22.8,4949.88,2350.68,554.73,4395.15,68.9,0,A
2024Q4,Cappy,Juices & Nectars,Wholesale,Western Cape,47,67.72,37.64,3182.84,1413.76,205.56,2977.28,61.7,0,B
2024Q1,Coca-Cola,Carbonated Soft Drinks,E-Commerce,KwaZulu-Natal,12,60.61,36.59,727.32,288.24,53.92,673.4,59.5,1,B
2024Q4,Cappy,Juices & Nectars,On-Trade,Gauteng,81,68.97,40.93,5586.57,2271.24,639.93,4946.64,65.5,0,C
2024Q3,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Western Cape,27,39.2,21.21,1058.4,485.73,67.17,991.23,73.0,1,D
2024Q1,Schweppes,Mixers,On-Trade,Eastern Cape,32,57.95,35.34,1854.4,723.52,181.62,1672.78,60.4,1,B
2024Q4,Fanta,Carbonated Soft Drinks,On-Trade,Gauteng,32,49.96,28.86,1598.72,675.2,102.7,1496.02,56.7,0,C
2024Q1,Cappy,Juices & Nectars,On-Trade,North West,28,77.61,47.5,2173.08,843.08,205.08,1968.0,92.4,1,C
2024Q3,Sprite,Carbonated Soft Drinks,Convenience,North West,20,53.98,28.21,1079.6,515.4,127.11,952.49,96.0,0,B
2024Q2,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Western Cape,110,52.49,29.26,5773.9,2555.3,232.58,5541.32,71.6,0,B
2024Q1,Coca-Cola,Carbonated Soft Drinks,Convenience,Gauteng,17,49.3,25.55,838.1,403.75,75.34,762.76,52.7,0,A
2024Q2,Coca-Cola,Carbonated Soft Drinks,Mass Retail,KwaZulu-Natal,7,47.94,28.43,335.58,136.57,27.01,308.57,65.1,0,C
2024Q1,Bonaqua,Water,Convenience,Western Cape,72,39.24,21.61,2825.28,1269.36,160.03,2665.25,77.5,0,A
2024Q4,Coca-Cola,Carbonated Soft Drinks,On-Trade,Gauteng,63,48.36,28.89,3046.68,1226.61,331.9,2714.78,59.3,0,B
2024Q2,Bonaqua,Water,Petrol & Travel,Gauteng,53,36.13,21.83,1914.89,757.9,82.86,1832.03,97.2,0,B
2024Q4,Coca-Cola,Carbonated Soft Drinks,Wholesale,Western Cape,61,56.45,33.18,3443.45,1419.47,411.73,3031.72,85.8,0,C
2024Q2,Sprite,Carbonated Soft Drinks,Mass Retail,Limpopo,9,60.24,37.1,542.16,208.26,60.73,481.43,75.1,0,C
2024Q2,Fanta,Carbonated Soft Drinks,Mass Retail,KwaZulu-Natal,28,51.3,28.79,1436.4,630.28,112.81,1323.59,85.9,0,B
2024Q3,Cappy,Juices & Nectars,Convenience,Gauteng,18,75.4,37.36,1357.2,684.72,65.92,1291.28,51.3,1,A
2024Q3,Cappy,Juices & Nectars,Mass Retail,Free State,165,68.92,34.3,11371.8,5712.3,1011.51,10360.29,76.7,1,B
2024Q4,Fanta,Carbonated Soft Drinks,E-Commerce,Eastern Cape,106,47.85,23.08,5072.1,2625.62,262.51,4809.59,97.8,0,B
2024Q3,Sprite,Carbonated Soft Drinks,Mass Retail,KwaZulu-Natal,193,52.67,31.52,10165.31,4081.95,1091.6,9073.71,62.2,0,B
2024Q3,Stoney,Carbonated Soft Drinks,Convenience,Western Cape,20,60.62,37.12,1212.4,470.0,90.47,1121.93,64.7,0,B
2024Q1,Fanta,Carbonated Soft Drinks,Mass Retail,Western Cape,15,56.24,33.01,843.6,348.45,38.37,805.23,65.3,1,B
2024Q3,Bonaqua,Water,Convenience,KwaZulu-Natal,16,42.8,23.29,684.8,312.16,72.25,612.55,93.5,0,A
2024Q3,Cappy,Juices & Nectars,Mass Retail,Western Cape,140,57.37,33.08,8031.8,3400.6,883.45,7148.35,92.1,0,C
2024Q4,Coca-Cola,Carbonated Soft Drinks,Mass Retail,North West,24,53.38,31.21,1281.12,532.08,134.73,1146.39,91.5,0,C
2024Q4,Fanta,Carbonated Soft Drinks,Mass Retail,KwaZulu-Natal,186,50.55,24.33,9402.3,4876.92,806.93,8595.37,70.1,0,B
2024Q1,Bonaqua,Water,Convenience,Western Cape,33,40.45,19.74,1334.85,683.43,96.33,1238.52,81.9,1,D
2024Q2,Coca-Cola,Carbonated Soft Drinks,Petrol & Travel,Gauteng,46,50.84,25.33,2338.64,1173.46,103.16,2235.48,75.8,0,B
2024Q2,Cappy,Juices & Nectars,Mass Retail,Eastern Cape,24,75.23,46.08,1805.52,699.6,133.84,1671.68,63.6,0,B
2024Q2,Fanta,Carbonated Soft Drinks,Mass Retail,Mpumalanga,21,41.49,25.13,871.29,343.56,38.13,833.16,86.5,0,B
2024Q1,Coca-Cola,Carbonated Soft Drinks,On-Trade,Eastern Cape,16,43.26,23.3,692.16,319.36,69.58,622.58,94.2,0,D
2024Q4,Schweppes,Mixers,Mass Retail,Western Cape,50,60.78,31.99,3039.0,1439.5,264.35,2774.65,80.3,1,D
2024Q4,Stoney,Carbonated Soft Drinks,Petrol & Travel,North West,10,65.25,33.6,652.5,316.5,37.03,615.47,66.3,1,B
2024Q4,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Western Cape,25,48.12,27.19,1203.0,523.25,62.21,1140.79,47.4,1,C
2024Q4,Bonaqua,Water,Mass Retail,Eastern Cape,17,38.43,21.35,653.31,290.36,49.95,603.36,62.2,0,C
2024Q4,Schweppes,Mixers,E-Commerce,Western Cape,16,57.39,29.92,918.24,439.52,108.23,810.01,96.8,1,B
2024Q3,Fanta,Carbonated Soft Drinks,Mass Retail,Limpopo,32,44.94,24.6,1438.08,650.88,104.71,1333.37,73.1,1,A
2024Q4,Cappy,Juices & Nectars,Wholesale,KwaZulu-Natal,38,61.65,37.64,2342.7,912.38,119.52,2223.18,82.4,0,C
2024Q2,Coca-Cola,Carbonated Soft Drinks,Mass Retail,KwaZulu-Natal,61,50.14,27.27,3058.54,1395.07,265.07,2793.47,68.5,1,D
2024Q4,Bonaqua,Water,Mass Retail,Gauteng,9,46.17,22.72,415.53,211.05,36.43,379.1,45.5,1,A
2024Q3,Bonaqua,Water,Convenience,Limpopo,47,40.86,20.59,1920.42,952.69,140.9,1779.52,75.5,0,A
2024Q4,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Northern Cape,11,59.09,29.59,649.99,324.5,30.63,619.36,84.5,1,B
2024Q1,Sprite,Carbonated Soft Drinks,Mass Retail,Western Cape,48,58.32,28.4,2799.36,1436.16,157.04,2642.32,60.5,0,A
2024Q3,Coca-Cola,Carbonated Soft Drinks,On-Trade,KwaZulu-Natal,19,46.33,23.43,880.27,435.1,73.61,806.66,70.3,0,C
2024Q1,Schweppes,Mixers,E-Commerce,Western Cape,5,58.52,30.9,292.6,138.1,17.92,274.68,73.6,0,A
2024Q1,Coca-Cola,Carbonated Soft Drinks,Wholesale,Gauteng,10,50.51,27.22,505.1,232.9,33.52,471.58,73.5,0,B
2024Q4,Powerade,Sports Drinks,Wholesale,Free State,18,67.24,32.44,1210.32,626.4,69.06,1141.26,67.5,1,C
2024Q4,Sprite,Carbonated Soft Drinks,Petrol & Travel,Gauteng,60,53.9,26.55,3234.0,1641.0,374.76,2859.24,90.4,0,C
2024Q2,Stoney,Carbonated Soft Drinks,Mass Retail,Gauteng,25,56.15,33.48,1403.75,566.75,84.45,1319.3,57.9,0,A
2024Q1,Coca-Cola,Carbonated Soft Drinks,Convenience,Mpumalanga,26,48.89,25.49,1271.14,608.4,137.01,1134.13,72.3,0,C
2024Q1,Sprite,Carbonated Soft Drinks,Mass Retail,Gauteng,85,50.88,31.22,4324.8,1671.1,348.98,3975.82,71.9,1,B
2024Q3,Sprite,Carbonated Soft Drinks,Wholesale,KwaZulu-Natal,76,53.92,26.9,4097.92,2053.52,464.71,3633.21,80.4,0,B
2024Q3,Cappy,Juices & Nectars,Convenience,KwaZulu-Natal,12,67.69,34.55,812.28,397.68,51.1,761.18,65.4,0,C
2024Q4,Sprite,Carbonated Soft Drinks,On-Trade,Western Cape,45,45.38,22.81,2042.1,1015.65,201.92,1840.18,74.7,0,A
2024Q2,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Gauteng,53,52.97,29.61,2807.41,1238.08,298.02,2509.39,66.7,1,A
2024Q3,Bonaqua,Water,Mass Retail,Western Cape,19,38.77,20.44,736.63,348.27,46.51,690.12,76.9,0,A
2024Q2,Coca-Cola,Carbonated Soft Drinks,Mass Retail,KwaZulu-Natal,67,53.4,26.95,3577.8,1772.15,240.89,3336.91,53.9,0,C
2024Q4,Powerade,Sports Drinks,Mass Retail,KwaZulu-Natal,23,58.34,35.31,1341.82,529.69,113.02,1228.8,94.4,0,B
2024Q3,Cappy,Juices & Nectars,Mass Retail,Western Cape,219,60.96,31.23,13350.24,6510.87,1591.92,11758.32,59.8,0,D
2024Q2,Coca-Cola,Carbonated Soft Drinks,E-Commerce,Gauteng,13,47.32,23.4,615.16,310.96,52.16,563.0,58.0,1,A
2024Q2,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Eastern Cape,18,48.64,26.78,875.52,393.48,62.05,813.47,49.0,0,B
2024Q2,Sprite,Carbonated Soft Drinks,Convenience,Gauteng,44,61.56,37.95,2708.64,1038.84,129.83,2578.81,88.5,0,A
2024Q1,Coca-Cola,Carbonated Soft Drinks,Convenience,Western Cape,198,62.55,32.87,12384.9,5876.64,816.96,11567.94,78.5,1,B
2024Q2,Coca-Cola,Carbonated Soft Drinks,Convenience,Western Cape,117,54.63,28.95,6391.71,3004.56,366.81,6024.9,56.3,1,B
2024Q4,Bonaqua,Water,Wholesale,KwaZulu-Natal,32,35.58,17.82,1138.56,568.32,91.45,1047.11,66.2,0,B
2024Q3,Sprite,Carbonated Soft Drinks,Mass Retail,Western Cape,46,57.16,35.34,2629.36,1003.72,152.1,2477.26,92.1,0,A
2024Q4,Coca-Cola,Carbonated Soft Drinks,Petrol & Travel,Mpumalanga,67,52.87,32.35,3542.29,1374.84,347.66,3194.63,63.4,0,B
2024Q1,Coca-Cola,Carbonated Soft Drinks,On-Trade,Gauteng,82,53.68,30.71,4401.76,1883.54,304.76,4097.0,67.1,1,C
2024Q4,Powerade,Sports Drinks,Mass Retail,Western Cape,75,68.61,36.98,5145.75,2372.25,535.21,4610.54,87.6,1,B
2024Q2,Stoney,Carbonated Soft Drinks,Mass Retail,Gauteng,128,55.95,30.16,7161.6,3301.12,598.81,6562.79,76.5,1,B
2024Q2,Cappy,Juices & Nectars,On-Trade,Gauteng,24,66.46,33.29,1595.04,796.08,129.17,1465.87,75.4,1,A
2024Q3,Monster,Energy Drinks,Mass Retail,Gauteng,19,123.06,74.93,2338.14,914.47,166.04,2172.1,52.9,0,D
2024Q1,Monster,Energy Drinks,Convenience,Western Cape,6,121.67,64.46,730.02,343.26,38.01,692.01,63.1,1,C
2024Q2,Fanta,Carbonated Soft Drinks,Mass Retail,Limpopo,71,50.07,29.61,3554.97,1452.66,150.31,3404.66,91.7,0,A
2024Q3,Coca-Cola,Carbonated Soft Drinks,Convenience,Gauteng,53,48.96,25.71,2594.88,1232.25,156.38,2438.5,53.5,0,B
2024Q2,Stoney,Carbonated Soft Drinks,E-Commerce,KwaZulu-Natal,35,59.05,32.24,2066.75,938.35,156.57,1910.18,45.1,0,C
2024Q1,Coca-Cola,Carbonated Soft Drinks,Wholesale,KwaZulu-Natal,3,50.59,29.68,151.77,62.73,6.83,144.94,64.4,0,B
2024Q1,Coca-Cola,Carbonated Soft Drinks,Convenience,Eastern Cape,11,51.34,26.79,564.74,270.05,36.15,528.59,97.6,0,A
2024Q2,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Eastern Cape,51,49.96,26.93,2547.96,1174.53,192.39,2355.57,74.1,0,A
2024Q4,Sprite,Carbonated Soft Drinks,E-Commerce,Gauteng,23,55.76,33.16,1282.48,519.8,71.29,1211.19,60.5,1,C
2024Q1,Sprite,Carbonated Soft Drinks,Mass Retail,Western Cape,47,61.81,36.2,2905.07,1203.67,268.06,2637.01,50.5,0,A
2024Q3,Cappy,Juices & Nectars,Wholesale,Gauteng,7,67.25,34.23,470.75,231.14,51.59,419.16,84.6,0,A
2024Q1,Bonaqua,Water,Mass Retail,KwaZulu-Natal,54,44.63,21.45,2410.02,1251.72,169.72,2240.3,60.4,1,C
2024Q1,Coca-Cola,Carbonated Soft Drinks,Petrol & Travel,Gauteng,86,51.83,26.43,4457.38,2184.4,240.49,4216.89,92.1,0,A
2024Q2,Coca-Cola,Carbonated Soft Drinks,On-Trade,Limpopo,29,55.31,27.75,1603.99,799.24,151.85,1452.14,87.2,1,B
2024Q4,Schweppes,Mixers,E-Commerce,Limpopo,16,55.27,29.57,884.32,411.2,50.98,833.34,71.2,0,A
2024Q1,Schweppes,Mixers,E-Commerce,Western Cape,17,66.13,32.84,1124.21,565.93,131.05,993.16,59.3,1,B
2024Q1,Fanta,Carbonated Soft Drinks,Convenience,Western Cape,88,52.69,32.55,4636.72,1772.32,544.97,4091.75,93.4,0,B
2024Q2,Cappy,Juices & Nectars,Petrol & Travel,Eastern Cape,42,60.51,29.19,2541.42,1315.44,141.56,2399.86,45.1,1,A
2024Q3,Stoney,Carbonated Soft Drinks,Petrol & Travel,KwaZulu-Natal,4,56.95,30.28,227.8,106.68,24.26,203.54,80.8,0,C
2024Q2,Fanta,Carbonated Soft Drinks,E-Commerce,KwaZulu-Natal,8,48.42,24.07,387.36,194.8,36.32,351.04,89.6,1,A
2024Q4,Schweppes,Mixers,Convenience,Gauteng,35,62.14,31.08,2174.9,1087.1,198.85,1976.05,72.6,1,B
2024Q3,Fanta,Carbonated Soft Drinks,Convenience,KwaZulu-Natal,96,48.15,26.86,4622.4,2043.84,289.19,4333.21,94.2,1,C
2024Q3,Coca-Cola,Carbonated Soft Drinks,Convenience,KwaZulu-Natal,18,46.67,28.25,840.06,331.56,67.72,772.34,81.2,0,D
2024Q3,Monster,Energy Drinks,E-Commerce,Northern Cape,20,115.55,68.22,2311.0,946.6,230.79,2080.21,57.3,0,B
2024Q4,Bonaqua,Water,Convenience,Gauteng,15,42.94,21.86,644.1,316.2,62.01,582.09,91.7,1,C
2024Q3,Powerade,Sports Drinks,Wholesale,Gauteng,182,61.62,35.41,11214.84,4770.22,1342.37,9872.47,81.2,0,B
2024Q3,Monster,Energy Drinks,Convenience,Limpopo,36,104.29,55.3,3754.44,1763.64,179.22,3575.22,61.2,0,B
2024Q2,Schweppes,Mixers,On-Trade,Western Cape,7,59.0,33.83,413.0,176.19,34.67,378.33,94.1,1,B
2024Q4,Cappy,Juices & Nectars,Petrol & Travel,Free State,10,66.14,36.72,661.4,294.2,71.62,589.78,93.3,0,C
2024Q1,Cappy,Juices & Nectars,Mass Retail,KwaZulu-Natal,20,71.41,34.34,1428.2,741.4,154.84,1273.36,51.3,1,C
2024Q2,Coca-Cola,Carbonated Soft Drinks,On-Trade,North West,12,45.7,22.43,548.4,279.24,57.66,490.74,66.5,0,B
2024Q1,Coca-Cola,Carbonated Soft Drinks,On-Trade,KwaZulu-Natal,35,44.81,26.32,1568.35,647.15,176.43,1391.92,96.4,0,C
2024Q2,Coca-Cola,Carbonated Soft Drinks,Convenience,Gauteng,38,50.8,30.39,1930.4,775.58,217.02,1713.38,73.8,0,D
2024Q1,Fanta,Carbonated Soft Drinks,Convenience,Gauteng,61,54.34,31.0,3314.74,1423.74,277.79,3036.95,70.4,0,B
2024Q4,Monster,Energy Drinks,On-Trade,KwaZulu-Natal,19,108.86,63.91,2068.34,854.05,118.11,1950.23,73.2,1,B
2024Q3,Sprite,Carbonated Soft Drinks,Convenience,Gauteng,51,56.04,32.57,2858.04,1196.97,163.37,2694.67,96.5,0,C
2024Q1,Sprite,Carbonated Soft Drinks,On-Trade,Western Cape,30,42.64,26.38,1279.2,487.8,58.22,1220.98,81.9,0,A
2024Q4,Coca-Cola,Carbonated Soft Drinks,On-Trade,Eastern Cape,108,54.21,27.85,5854.68,2846.88,590.87,5263.81,88.9,0,B
2024Q3,Coca-Cola,Carbonated Soft Drinks,Convenience,Gauteng,46,52.29,31.3,2405.34,965.54,181.81,2223.53,80.2,0,D
2024Q1,Sprite,Carbonated Soft Drinks,On-Trade,KwaZulu-Natal,34,53.79,33.23,1828.86,699.04,211.74,1617.12,89.1,1,D
2024Q1,Cappy,Juices & Nectars,Mass Retail,Western Cape,57,60.97,36.58,3475.29,1390.23,170.24,3305.05,93.6,0,D
2024Q4,Sprite,Carbonated Soft Drinks,Mass Retail,Mpumalanga,16,48.94,25.88,783.04,368.96,78.87,704.17,64.0,0,C
2024Q3,Cappy,Juices & Nectars,E-Commerce,KwaZulu-Natal,336,69.22,38.84,23257.92,10207.68,1626.58,21631.34,53.8,1,A
2024Q3,Fanta,Carbonated Soft Drinks,Mass Retail,Western Cape,24,49.24,27.93,1181.76,511.44,54.39,1127.37,48.7,0,C
2024Q3,Stoney,Carbonated Soft Drinks,Convenience,Western Cape,22,60.15,32.75,1323.3,602.8,99.06,1224.24,74.0,0,B
2024Q4,Fanta,Carbonated Soft Drinks,E-Commerce,Western Cape,21,43.25,25.56,908.25,371.49,103.36,804.89,92.2,0,B
2024Q2,Sprite,Carbonated Soft Drinks,Petrol & Travel,Western Cape,273,63.75,38.35,17403.75,6934.2,1865.6,15538.15,61.5,1,B
2024Q3,Powerade,Sports Drinks,Wholesale,KwaZulu-Natal,10,62.89,38.56,628.9,243.3,38.53,590.37,54.6,0,C
2024Q4,Coca-Cola,Carbonated Soft Drinks,Convenience,Western Cape,27,50.49,27.34,1363.23,625.05,119.43,1243.8,62.4,0,C
